fr24_id,flight,callsign,operating_as,painted_as,type,reg,orig_icao,orig_iata,datetime_takeoff,runway_takeoff,dest_icao,dest_iata,dest_icao_actual,dest_iata_actual,datetime_landed,runway_landed,flight_time,actual_distance,circle_distance,category,hex,first_seen,last_seen,flight_ended
3ade6be3,RFF8237,RFF8237,RFF,RFF,IL76,RA-78850,UUMU,CKL,2025-06-19T08:54:53Z,,OSLK,LTK,OSLK,LTK,2025-06-19T13:20:16Z,,15923.0,2944.4,2280.43,Military_and_government,153402,2025-06-19T08:59:57Z,2025-06-19T13:20:00Z,True
3ae01c29,RFF402,RFF402,RFF,RFF,IL76,RA-78850,OSLK,LTK,2025-06-19T17:04:21Z,17L,OSLK,LTK,OSLK,LTK,2025-06-20T03:37:20Z,35L,37979.0,1446.4,3.36981,Military_and_government,153402,2025-06-19T17:01:50Z,2025-06-20T03:36:50Z,True
3ae44cad,RFF8238,RFF8238,RFF,RFF,IL76,RA-78850,OSLK,LTK,2025-06-20T17:15:22Z,,,,,,,,,2945.69,2261.72,Military_and_government,153402,2025-06-20T17:15:50Z,2025-06-20T21:35:06Z,True
3b1d38a5,,OR2028,,,AT8T,OR-2028,LTAF,ADA,2025-07-05T12:12:59Z,23,OSLK,LTK,OSLK,LTK,2025-07-05T13:58:20Z,17L,6321.0,510.339,138.37,Military_and_government,4B801C,2025-07-05T12:03:36Z,2025-07-05T14:27:30Z,True
3b2b494c,RFF8281,RFF8281,CHD,RFF,T154,RA-85042,UUMU,CKL,2025-07-09T07:03:18Z,12R,OSLK,LTK,OSLK,LTK,2025-07-09T11:13:09Z,,14991.0,3498.01,2279.31,Military_and_government,154C32,2025-07-09T07:03:47Z,2025-07-09T11:12:38Z,True
3b2c3ea8,RFF401,RFF401,CHD,RFF,T154,RA-85042,OSLK,LTK,2025-07-09T12:48:31Z,,,,,,,,,1496.88,1396.35,Military_and_government,154C32,2025-07-09T12:48:50Z,2025-07-09T14:40:55Z,True
3b3f5613,,RAYYAN01,,,A139,QA63,,,,,OSLK,LTK,OSLK,LTK,2025-07-14T11:43:47Z,,,164.822,61.5277,Military_and_government,06A251,2025-07-14T11:32:58Z,2025-07-14T16:36:10Z,True
3b446e69,RFF8282,RFF8282,CHD,RFF,T154,RA-85042,,,2025-07-15T17:04:00Z,,OSLK,LTK,OSLK,LTK,2025-07-15T19:02:32Z,,7112.0,4881.62,2953.01,Military_and_government,154C32,2025-07-15T17:06:43Z,2025-07-16T00:17:44Z,True
3b638c39,RFF8309,RFF8309,RFF,RFF,T154,RA-85123,UUMU,CKL,2025-07-23T15:56:28Z,12R,OSLK,LTK,OSLK,LTK,2025-07-23T19:42:12Z,,13544.0,2947.33,2257.24,Military_and_government,154C83,2025-07-23T16:01:57Z,2025-07-23T19:41:39Z,True
3bc873ca,RFF7166,RFF7166,RFF,RFF,IL62,RA-86559,UUMU,CKL,2025-08-17T20:56:20Z,12L,OSLK,LTK,OSLK,LTK,2025-08-18T00:55:04Z,,14324.0,2894.47,2250.95,Military_and_government,15521F,2025-08-17T21:02:50Z,2025-08-18T00:52:51Z,True
3bdb481e,RFF7166,RFF7166,RFF,RFF,IL62,RA-86559,HTDA,DAR,2025-08-22T14:48:36Z,23,OSLK,LTK,OSLK,LTK,2025-08-22T21:19:10Z,35R,23434.0,5342.53,4690.14,Military_and_government,15521F,2025-08-22T14:45:09Z,2025-08-22T21:19:10Z,True
3c2f5d29,RFF8367,RFF8367,TTF,RFF,A124,RA-82030,,,,12L,OSLK,LTK,OSLK,LTK,2025-09-13T10:05:51Z,,,2868.2,2250.68,Military_and_government,15406E,2025-09-13T06:07:13Z,2025-09-13T10:04:44Z,True
3c30ed24,RFF401,RFF0401,TTF,RFF,A124,RA-82030,OSLK,LTK,2025-09-13T15:45:13Z,,,,,,,,,792.799,731.772,Military_and_government,15406E,2025-09-13T15:37:13Z,2025-09-13T16:51:49Z,True
3c3e3c50,RFF406,RFF406,TTF,RFF,A124,RA-82030,,,,,OSLK,LTK,OSLK,LTK,2025-09-17T04:21:22Z,,,2888.66,2147.56,Military_and_government,15406E,2025-09-17T02:25:44Z,2025-09-17T09:24:47Z,True
3c486202,RFF8367,RFF8367,TTF,RFF,A124,RA-82030,,,,,OSLK,LTK,OSLK,LTK,2025-09-19T16:28:28Z,,,1367.68,1039.65,Military_and_government,15406E,2025-09-19T14:29:35Z,2025-09-19T16:21:36Z,True
3c498871,RFF403,RFF403,RFF,RFF,A124,RA-82030,OSLK,LTK,2025-09-19T19:32:56Z,,,,,,,,,673.202,644.341,Military_and_government,15406E,2025-09-19T19:35:41Z,2025-09-19T20:32:47Z,True
3c4f6e9f,RFF8365,RFF8365,RFF,RFF,IL76,RA-78850,UUMU,CKL,2025-09-21T11:27:27Z,,OSLK,LTK,OSLK,LTK,2025-09-21T15:50:06Z,,15759.0,2942.1,2286.32,Military_and_government,153402,2025-09-21T11:31:21Z,2025-09-21T15:49:29Z,True
3c50c41d,RFF8366,RFF8366,RFF,RFF,IL76,RA-78850,OSLK,LTK,2025-09-21T18:41:41Z,,,,,,,,,2964.92,2255.0,Military_and_government,153402,2025-09-21T18:41:24Z,2025-09-21T23:19:13Z,True
3c52589d,,7,,,T134,YK-AYB,,,,,OSLK,LTK,OSLK,LTK,2025-09-22T06:58:38Z,,,274.431,168.621,,778722,2025-09-22T06:34:32Z,2025-09-22T06:53:44Z,True
3c52a3ba,,7,,,T134,YK-AYB,OSLK,LTK,2025-09-22T08:49:22Z,,,,,,,,,223.816,171.639,,778722,2025-09-22T08:53:15Z,2025-09-22T09:13:02Z,True
3c598746,RFF402,RFF402,TTF,RFF,A124,RA-82030,,,,,OSLK,LTK,OSLK,LTK,2025-09-24T05:02:31Z,35L,,771.113,729.588,Military_and_government,15406E,2025-09-24T04:01:02Z,2025-09-24T05:02:41Z,True
3c5a385f,RFF8384,RFF8384,TTF,RFF,A124,RA-82030,OSLK,LTK,2025-09-24T09:15:47Z,,,,,,,,,3032.3,2249.28,Military_and_government,15406E,2025-09-24T09:16:36Z,2025-09-24T13:15:09Z,True
3c66991d,RFF8381,RFF8381,RFF,RFF,IL76,RA-78840,UUEE,SVO,2025-09-27T11:06:48Z,,OSLK,LTK,OSLK,LTK,2025-09-27T15:21:37Z,,15289.0,2966.89,2285.08,Military_and_government,1533F8,2025-09-27T11:10:21Z,2025-09-27T15:19:00Z,True
3c685330,RFF8382,RFF8382,RFF,RFF,IL76,RA-78840,OSLK,LTK,2025-09-27T19:55:12Z,,,,,,,,,3188.57,2271.91,Military_and_government,1533F8,2025-09-27T19:57:13Z,2025-09-28T00:17:01Z,True
3c7a10fc,RFF8384,RFF8384,TTF,RFF,A124,RA-82030,OSLK,LTK,2025-10-02T09:01:41Z,,,,,,,,,1069.88,815.443,Military_and_government,15406E,2025-10-02T09:05:37Z,2025-10-02T10:29:08Z,True
3cad6b6f,RF8422,RF8422,RFF,ERF,IL62,RA-86559,UUMU,CKL,2025-10-15T20:04:49Z,12R,OSLK,LTK,OSLK,LTK,2025-10-16T02:26:09Z,,22880.0,3555.12,2264.55,Military_and_government,15521F,2025-10-15T20:09:23Z,2025-10-16T02:19:43Z,True
3caf5ade,RFF8422,RFF8422,RFF,RFF,IL62,RA-86559,OSLK,LTK,2025-10-16T09:44:12Z,,,,,,,,,3356.31,2289.37,Military_and_government,15521F,2025-10-16T09:49:20Z,2025-10-16T13:26:04Z,True
3cb35b57,RFF8419,RFF8419,TTF,RFF,A124,RA-82030,,,,,OSLK,LTK,OSLK,LTK,2025-10-17T10:43:42Z,,,1221.8,914.752,Military_and_government,15406E,2025-10-17T08:57:29Z,2025-10-17T10:38:20Z,True
3cc9391a,RFF401,RFF401,RFF,RFF,IL62,RA-86559,OSLK,LTK,2025-10-23T03:08:25Z,35R,,,,,,,,1512.57,1389.46,Military_and_government,15521F,2025-10-23T03:09:39Z,2025-10-23T05:21:36Z,True
3cc9385e,RFF404,RFF404,TTF,RFF,A124,RA-82030,,,,,OSLK,LTK,OSLK,LTK,2025-10-23T05:07:45Z,,,1499.63,1343.18,Military_and_government,15406E,2025-10-23T03:10:42Z,2025-10-23T05:08:02Z,True
3cc9d83d,RFF8420,RFF8420,TTF,RFF,A124,RA-82030,OSLK,LTK,2025-10-23T08:30:20Z,,,,,,,,,1333.71,927.87,Military_and_government,15406E,2025-10-23T08:31:43Z,2025-10-23T10:09:42Z,True
3cccc9e4,RFF8419,RFF8419,TTF,RFF,A124,RA-82030,,,,,OSLK,LTK,OSLK,LTK,2025-10-24T01:59:53Z,17L,,1189.68,845.203,Military_and_government,15406E,2025-10-24T00:15:53Z,2025-10-24T01:59:16Z,True
3ccd6361,RFF403,RFF403,TTF,RFF,A124,RA-82030,OSLK,LTK,2025-10-24T04:48:11Z,,,,,,,,,1240.02,1134.15,Military_and_government,15406E,2025-10-24T04:50:08Z,2025-10-24T06:37:37Z,True
3cd18e0a,RFF404,RFF404,TTF,RFF,A124,RA-82030,,,,,OSLK,LTK,OSLK,LTK,2025-10-25T09:14:25Z,,,1210.13,1150.42,Military_and_government,15406E,2025-10-25T07:26:16Z,2025-10-25T09:07:55Z,True
3cd29c4d,RFF8420,RFF8420,RFF,RFF,A124,RA-82030,OSLK,LTK,2025-10-25T14:31:27Z,,,,,,,,,1457.11,1022.38,Military_and_government,15406E,2025-10-25T14:32:20Z,2025-10-25T16:14:19Z,True
3cd54a5c,RFF402,RFF402,RFF,RFF,IL62,RA-86559,,,2025-10-26T11:54:29Z,,OSLK,LTK,OSLK,LTK,2025-10-26T13:52:20Z,,7071.0,1483.88,1385.55,Military_and_government,15521F,2025-10-26T11:59:34Z,2025-10-26T13:46:02Z,True
3cd62c0a,RFF8416,RFF8416,RFF,RFF,IL62,RA-86559,OSLK,LTK,2025-10-26T17:08:21Z,,,,,,,,,3118.5,2306.38,Military_and_government,15521F,2025-10-26T17:12:41Z,2025-10-26T21:04:43Z,True
3cdeef8d,TTF8443,RFF8443,TTF,TTF,A124,RA-82030,UGSS,SUI,,,OSLK,LTK,OSLK,LTK,2025-10-29T09:11:48Z,,,1416.0,1068.97,Military_and_government,15406E,2025-10-29T07:08:35Z,2025-10-29T09:04:56Z,True
3ce030b9,TTF403,RFF403,TTF,TTF,A124,RA-82030,OSLK,LTK,2025-10-29T15:01:41Z,,,,,,,,,742.633,671.103,Military_and_government,15406E,2025-10-29T15:05:10Z,2025-10-29T16:06:33Z,True
3cfc5770,RFF404,RFF404,TTF,RFF,A124,RA-82030,HEAL,DBB,,,OSLK,LTK,OSLK,LTK,2025-11-06T08:20:23Z,,,750.481,707.719,Military_and_government,15406E,2025-11-06T07:15:35Z,2025-11-06T08:19:46Z,True
3cfcd61d,RFF8444,RFF8444,TTF,RFF,A124,RA-82030,OSLK,LTK,2025-11-06T11:07:21Z,17L,,,,,,,,1574.48,1108.41,Military_and_government,15406E,2025-11-06T11:08:02Z,2025-11-06T13:11:05Z,True
3d0906b9,,,RFF,RFF,IL62,RA-86539,UUMU,CKL,2025-11-09T20:27:22Z,12R,OSLK,LTK,OSLK,LTK,2025-11-10T00:10:31Z,,13389.0,2834.99,2273.78,Military_and_government,15520B,2025-11-09T20:30:18Z,2025-11-10T00:10:05Z,True
3d09d563,,,RFF,RFF,IL62,RA-86539,OSLK,LTK,2025-11-10T02:23:21Z,,,,,,,,,1414.33,1321.62,Military_and_government,15520B,2025-11-10T02:24:56Z,2025-11-10T04:18:26Z,True
3d0c2b31,RFF8445,RFF8445,RFF,RFF,IL62,RA-86559,UUMU,CKL,2025-11-10T18:59:53Z,12L,OSLK,LTK,OSLK,LTK,2025-11-10T22:58:44Z,35R,14331.0,3255.03,2269.68,Military_and_government,15521F,2025-11-10T19:03:33Z,2025-11-10T22:58:44Z,True
3d0d281f,RFF7232,RFF7232,RFF,RFF,IL62,RA-86559,OSLK,LTK,2025-11-11T01:17:14Z,17L,GABS,BKO,GABS,BKO,2025-11-11T08:33:12Z,24,26158.0,5549.33,5078.43,Military_and_government,15521F,2025-11-11T01:16:57Z,2025-11-11T08:34:03Z,True
3d12a39a,RFF8446,RFF8446,RFF,RFF,IL62,RA-86559,OSLK,LTK,2025-11-12T15:36:09Z,17R,UUMU,CKL,UUMU,CKL,2025-11-12T19:25:16Z,,13747.0,3262.53,2290.55,Military_and_government,15521F,2025-11-12T15:37:32Z,2025-11-12T19:20:05Z,True
3d2009a3,RFF64406,RFF64406,RFF,RFF,T154,RA-85559,,,2025-11-16T06:17:28Z,,OSLK,LTK,OSLK,LTK,2025-11-16T13:49:43Z,,27135.0,728.545,86.3066,Military_and_government,154E37,2025-11-16T06:23:36Z,2025-11-16T13:40:19Z,True
3d2223ba,,,RFF,RFF,IL62,RA-86539,OSLK,LTK,2025-11-16T22:01:07Z,,UUMU,CKL,UUMU,CKL,2025-11-17T01:57:05Z,,14158.0,2975.47,2306.83,Military_and_government,15520B,2025-11-16T22:06:05Z,2025-11-17T01:53:45Z,True
3d271f2e,RFF303,RFF303,RFF,RFF,T154,RA-85563,URMM,MRV,,,OSLK,LTK,OSLK,LTK,2025-11-18T12:19:06Z,,,1372.08,1040.94,Military_and_government,149C77,2025-11-18T10:23:28Z,2025-11-18T12:10:03Z,True
3d2a5f35,RFF303,RFF401,RFF,RFF,T154,RA-85563,OSLK,LTK,2025-11-19T06:12:29Z,,,,,,,,,2809.23,18.081,Military_and_government,149C77,2025-11-19T06:17:12Z,2025-11-19T13:48:52Z,True
3d2ad669,RFF64406,RFF64406,RFF,RFF,T154,RA-85559,OSLK,LTK,2025-11-19T10:08:02Z,,OSLK,LTK,OSLK,LTK,2025-11-19T16:21:41Z,,22419.0,576.632,8.04301,Military_and_government,154E37,2025-11-19T10:13:02Z,2025-11-19T16:19:56Z,True
3d2b4cfc,RFF8463,RFF8463,RFF,RFF,IL76,RA-78850,UUMU,CKL,2025-11-19T13:15:07Z,,OSLK,LTK,OSLK,LTK,2025-11-19T18:16:56Z,,18109.0,3047.62,2312.59,Military_and_government,153402,2025-11-19T13:18:02Z,2025-11-19T18:09:11Z,True
3d2c325f,RFF64406,RFF8466,RFF,RFF,T154,RA-85559,OSLK,LTK,2025-11-19T18:05:20Z,,,,,,,,,2856.0,2250.86,Military_and_government,154E37,2025-11-19T18:10:20Z,2025-11-19T21:36:59Z,True
3d2cc239,RFF907,RFF907,RFF,RFF,IL76,RA-78850,OSLK,LTK,2025-11-19T21:02:36Z,,,,,,,,,1398.43,1230.77,Military_and_government,153402,2025-11-19T21:03:32Z,2025-11-19T23:20:49Z,True
3d2f0e50,RFF908,RFF908,RFF,RFF,IL76,RA-78850,HLTQ,TOB,,,OSLK,LTK,OSLK,LTK,2025-11-20T15:21:21Z,35R,,1285.76,1169.84,Military_and_government,153402,2025-11-20T13:31:46Z,2025-11-20T15:18:33Z,True
3d2feef1,RFF8470,RFF8470,RFF,RFF,IL76,RA-78850,OSLK,LTK,2025-11-20T18:17:44Z,,,,,,,,,2977.37,2296.16,Military_and_government,153402,2025-11-20T18:19:21Z,2025-11-20T22:47:34Z,True
3d43f309,RFF7243,RFF7243,CHD,RFF,IL62,RA-86495,OSLK,LTK,2025-11-26T11:00:50Z,,,,,,,,,5306.81,4588.42,Military_and_government,1551DF,2025-11-26T11:05:19Z,2025-11-26T19:44:48Z,True
3d4a7c2c,RFF7243,RFF7243,CHD,RFF,IL62,RA-86495,DXXX,LFW,2025-11-28T12:59:19Z,,OSLK,LTK,OSLK,LTK,2025-11-28T18:36:53Z,,20254.0,5023.39,4792.27,Military_and_government,1551DF,2025-11-28T13:01:26Z,2025-11-28T18:29:23Z,True
3d4c01be,RFF8466,RFF8466,CHD,RFF,IL62,RA-86495,OSLK,LTK,2025-11-28T22:14:22Z,,,,,,,,,2978.15,2252.65,Military_and_government,1551DF,2025-11-28T22:18:56Z,2025-11-29T02:03:27Z,True
3d4cf77d,RFF8470,RFF8470,RFF,RFF,IL76,RA-78840,OSLK,LTK,2025-11-29T07:05:47Z,,UUBW,ZIA,UUBW,ZIA,2025-11-29T11:24:47Z,,15540.0,2871.12,2270.53,Military_and_government,1533F8,2025-11-29T07:07:20Z,2025-11-29T11:18:53Z,True
3d541c6c,,RF78664,RFF,RFF,IL76,RF-78664,UUMU,CKL,2025-12-01T14:00:43Z,,OSLK,LTK,OSLK,LTK,2025-12-01T18:13:14Z,,15151.0,3785.18,2915.79,Military_and_government,1D3348,2025-12-01T14:03:55Z,2025-12-02T03:50:55Z,True
3d5aebf8,RFF8499,RFF8499,RFF,RFF,IL76,RF-78664,OSLK,LTK,,,OSLK,LTK,OSLK,LTK,2025-12-03T14:56:40Z,,,652.501,600.344,Military_and_government,1D3348,2025-12-03T13:57:39Z,2025-12-03T14:48:25Z,True
3d5d8756,RFF8492,RFF8492,RFF,RFF,IL76,RF-78664,OSLK,LTK,,,,,,,,,,2876.43,2285.94,Military_and_government,1D3348,2025-12-04T06:10:23Z,2025-12-04T10:07:15Z,True
3d5dfdc1,RFF96732,RFF8497,RFF,RFF,IL76,RA-78840,UUMU,CKL,2025-12-04T10:14:40Z,,OSLK,LTK,OSLK,LTK,2025-12-04T23:00:00Z,,45920.0,2937.51,2271.63,Military_and_government,1533F8,2025-12-04T10:20:37Z,2025-12-04T22:54:08Z,True
3d5fe0bb,RFF8476,RFF8476,,RFF,A124,RA-82037,URKK,KRR,,,OSLK,LTK,OSLK,LTK,2025-12-04T23:13:37Z,,,2908.49,2131.93,Military_and_government,154075,2025-12-04T21:14:53Z,2025-12-05T04:45:53Z,True
3d61b951,RFF8498,RFF8498,RFF,RFF,IL76,RA-78840,OSLK,LTK,2025-12-05T11:23:36Z,,UUMU,CKL,UUMU,CKL,2025-12-05T15:41:38Z,,15482.0,2815.8,2313.02,Military_and_government,1533F8,2025-12-05T11:29:07Z,2025-12-05T15:37:01Z,True
3d648533,RFF8497,RFF8497,RFF,RFF,T154,RA-85563,UUMU,CKL,2025-12-06T06:18:01Z,,OSLK,LTK,OSLK,LTK,2025-12-06T10:02:32Z,,13471.0,2860.28,2254.97,Military_and_government,149C77,2025-12-06T06:20:52Z,2025-12-06T09:52:10Z,True
3d65a681,RFF8492,RFF8492,RFF,RFF,IL76,RF-78664,OSLK,LTK,,,UUMU,CKL,UUMU,CKL,2025-12-06T20:22:15Z,,,2911.05,2252.31,Military_and_government,1D3348,2025-12-06T16:02:27Z,2025-12-06T20:17:57Z,True
3d67c791,RFF8498,RFF8498,RFF,RFF,T154,RA-85563,OSLK,LTK,,,,,,,,,,2720.42,2220.11,Military_and_government,149C77,2025-12-07T09:14:48Z,2025-12-07T12:27:00Z,True
3d733045,RFF407,RFF407,CHD,RFF,IL62,RA-86572,OSLK,LTK,2025-12-10T15:01:42Z,,,,,,,,,1479.51,1372.2,Military_and_government,15522C,2025-12-10T15:06:23Z,2025-12-10T16:57:58Z,True
3d734d4f,RFF8493,RFF8493,RFF,RFF,IL76,RF-78664,UUMU,CKL,2025-12-10T15:38:05Z,,OSLK,LTK,OSLK,LTK,2025-12-10T19:56:32Z,,15507.0,3613.02,2730.19,Military_and_government,1D3348,2025-12-10T15:41:28Z,2025-12-11T00:04:27Z,True
3d74dd0a,RFF8499,RFF8499,RFF,RFF,IL76,RF-78664,OSLK,LTK,,,,,,,,,,3144.99,3118.25,Military_and_government,1D3348,2025-12-11T00:58:39Z,2025-12-11T06:00:41Z,True
3d74e4c2,RFF8476,RFF8476,,RFF,A124,RA-82037,,,2025-12-11T01:04:15Z,,OSLK,LTK,OSLK,LTK,2025-12-11T03:15:46Z,,7891.0,1455.93,1389.06,Military_and_government,154075,2025-12-11T01:10:51Z,2025-12-11T03:09:16Z,True
3d766483,RFF8476,RFF8476,,RFF,A124,RA-82037,OSLK,LTK,,,,,,,,,,1247.05,1004.22,Military_and_government,154075,2025-12-11T13:04:05Z,2025-12-11T14:44:21Z,True
3d7b9e81,RFF8494,RFF8494,RFF,RFF,IL76,RF-78664,OSLK,LTK,2025-12-12T19:58:20Z,,UUMU,CKL,UUMU,CKL,2025-12-13T00:47:49Z,,17369.0,3310.99,2291.76,Military_and_government,1D3348,2025-12-12T20:02:53Z,2025-12-13T00:44:10Z,True
